kanji,back,tags
季,<b>Meanings:</b> seasons<br><br><b>On'yomi:</b> キ<br><br><b>Name readings:</b> すえ; とし<br><br><b>Stats:</b> Strokes: 8 | Radical: 39 | Freq: #842<br><br><b>Heisig:</b> RTK: #912 | RTK6: #978,grade4
規,<b>Meanings:</b> standard; measure<br><br><b>On'yomi:</b> キ<br><br><b>Name readings:</b> すのり; ただし; のり; み<br><br><b>Stats:</b> Strokes: 11 | Radical: 147 | Freq: #349<br><br><b>Heisig:</b> RTK: #841 | RTK6: #904,grade5
記,<b>Meanings:</b> scribe; account; narrative<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> しる.す<br><br><b>Name readings:</b> のり<br><br><b>Stats:</b> Strokes: 10 | Radical: 149 | Freq: #149<br><br><b>Heisig:</b> RTK: #529 | RTK6: #568,grade2
技,<b>Meanings:</b> skill; art; craft; ability; feat; performance; vocation; arts<br><br><b>On'yomi:</b> ギ<br><br><b>Kun'yomi:</b> わざ<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #434<br><br><b>Heisig:</b> RTK: #712 | RTK6: #769,grade5
疑,<b>Meanings:</b> doubt; distrust; be suspicious; question<br><br><b>On'yomi:</b> ギ<br><br><b>Kun'yomi:</b> うたが.う<br><br><b>Stats:</b> Strokes: 14 | Radical: 103 | Freq: #283<br><br><b>Heisig:</b> RTK: #1410 | RTK6: #1513,grade6
議,<b>Meanings:</b> deliberation; consultation; debate; consideration<br><br><b>On'yomi:</b> ギ<br><br><b>Name readings:</b> かた; のり<br><br><b>Stats:</b> Strokes: 20 | Radical: 149 | Freq: #25<br><br><b>Heisig:</b> RTK: #642 | RTK6: #692,grade4
客,<b>Meanings:</b> guest; visitor; customer; client<br><br><b>On'yomi:</b> キャク; カク<br><br><b>Stats:</b> Strokes: 9 | Radical: 40 | Freq: #557<br><br><b>Heisig:</b> RTK: #294 | RTK6: #315,grade3
逆,<b>Meanings:</b> inverted; reverse; opposite; wicked<br><br><b>On'yomi:</b> ギャク; ゲキ<br><br><b>Kun'yomi:</b> さか; さか.さ; さか.らう<br><br><b>Stats:</b> Strokes: 9 | Radical: 162 | Freq: #683<br><br><b>Heisig:</b> RTK: #1959 | RTK6: #2109,grade5
久,<b>Meanings:</b> long time; old story<br><br><b>On'yomi:</b> キュウ; ク<br><br><b>Kun'yomi:</b> ひさ.しい<br><br><b>Name readings:</b> きゅ; わ; なが; ひさ; ひさし<br><br><b>Stats:</b> Strokes: 3 | Radical: 4 | Freq: #688<br><br><b>Heisig:</b> RTK: #1016 | RTK6: #1092,grade5
吸,<b>Meanings:</b> suck; imbibe; inhale; sip<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> す.う<br><br><b>Stats:</b> Strokes: 6 | Radical: 30 | Freq: #1054<br><br><b>Heisig:</b> RTK: #689 | RTK6: #744,grade6
救,<b>Meanings:</b> salvation; save; help; rescue; reclaim<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> すく.う<br><br><b>Stats:</b> Strokes: 11 | Radical: 66 | Freq: #799<br><br><b>Heisig:</b> RTK: #936 | RTK6: #1006,grade5
求,<b>Meanings:</b> request; want; wish for; require; demand<br><br><b>On'yomi:</b> キュウ; グ<br><br><b>Kun'yomi:</b> もと.める<br><br><b>Stats:</b> Strokes: 7 | Radical: 85 | Freq: #220<br><br><b>Heisig:</b> RTK: #934 | RTK6: #1004,grade4
泣,<b>Meanings:</b> cry; weep; moan<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> な.く<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #1380<br><br><b>Heisig:</b> RTK: #432 | RTK6: #463,grade4
球,<b>Meanings:</b> ball; sphere<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> たま<br><br><b>Name readings:</b> く<br><br><b>Stats:</b> Strokes: 11 | Radical: 96 | Freq: #302<br><br><b>Heisig:</b> RTK: #935 | RTK6: #1005,grade3
級,<b>Meanings:</b> class; rank; grade<br><br><b>On'yomi:</b> キュウ<br><br><b>Name readings:</b> しな<br><br><b>Stats:</b> Strokes: 9 | Radical: 120 | Freq: #785<br><br><b>Heisig:</b> RTK: #1353 | RTK6: #1453,grade3
給,<b>Meanings:</b> salary; wage; gift; allow; grant; bestow on<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> たま.う; たも.う; -たま.え<br><br><b>Name readings:</b> きい<br><br><b>Stats:</b> Strokes: 12 | Radical: 120 | Freq: #615<br><br><b>Heisig:</b> RTK: #1349 | RTK6: #1449,grade4
旧,<b>Meanings:</b> old times; old things; old friend; former; ex-<br><br><b>On'yomi:</b> キュウ<br><br><b>Kun'yomi:</b> ふる.い; もと<br><br><b>Stats:</b> Strokes: 5 | Radical: 72 | Freq: #549<br><br><b>Heisig:</b> RTK: #35 | RTK6: #35,grade5
居,<b>Meanings:</b> reside; to be; exist; live with<br><br><b>On'yomi:</b> キョ; コ<br><br><b>Kun'yomi:</b> い.る; -い; お.る<br><br><b>Name readings:</b> おき; ぐ; すえ<br><br><b>Stats:</b> Strokes: 8 | Radical: 44 | Freq: #836<br><br><b>Heisig:</b> RTK: #1063 | RTK6: #1143,grade5
許,<b>Meanings:</b> permit; approve<br><br><b>On'yomi:</b> キョ<br><br><b>Kun'yomi:</b> ゆる.す; もと<br><br><b>Stats:</b> Strokes: 11 | Radical: 149 | Freq: #720<br><br><b>Heisig:</b> RTK: #569 | RTK6: #611,grade5
漁,<b>Meanings:</b> fishing; fishery<br><br><b>On'yomi:</b> ギョ; リョウ<br><br><b>Kun'yomi:</b> あさ.る<br><br><b>Stats:</b> Strokes: 14 | Radical: 85 | Freq: #1094<br><br><b>Heisig:</b> RTK: #172 | RTK6: #184,grade4
供,<b>Meanings:</b> submit; offer; present; serve (meal); accompany<br><br><b>On'yomi:</b> キョウ; ク; クウ; グ<br><br><b>Kun'yomi:</b> そな.える; とも; -ども<br><br><b>Stats:</b> Strokes: 8 | Radical: 9 | Freq: #313<br><br><b>Heisig:</b> RTK: #1796 | RTK6: #1935,grade6
競,<b>Meanings:</b> emulate; compete with; bid; sell at auction; bout; contest; race<br><br><b>On'yomi:</b> キョウ; ケイ<br><br><b>Kun'yomi:</b> きそ.う; せ.る; くら.べる<br><br><b>Name readings:</b> かい; わたなべ<br><br><b>Stats:</b> Strokes: 20 | Radical: 117 | Freq: #610<br><br><b>Heisig:</b> RTK: #434 | RTK6: #465,grade4
共,<b>Meanings:</b> together; both; neither; all; and; alike; with<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> とも; とも.に; -ども<br><br><b>Stats:</b> Strokes: 6 | Radical: 12 | Freq: #174<br><br><b>Heisig:</b> RTK: #1795 | RTK6: #1934,grade4
協,<b>Meanings:</b> co-; cooperation<br><br><b>On'yomi:</b> キョウ<br><br><b>Stats:</b> Strokes: 8 | Radical: 24 | Freq: #121<br><br><b>Heisig:</b> RTK: #872 | RTK6: #937,grade4
境,<b>Meanings:</b> boundary; border; region<br><br><b>On'yomi:</b> キョウ; ケイ<br><br><b>Kun'yomi:</b> さかい<br><br><b>Name readings:</b> さか; じき<br><br><b>Stats:</b> Strokes: 14 | Radical: 32 | Freq: #346<br><br><b>Heisig:</b> RTK: #484 | RTK6: #523,grade5
橋,<b>Meanings:</b> bridge<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> はし<br><br><b>Name readings:</b> ばせ<br><br><b>Stats:</b> Strokes: 16 | Radical: 75 | Freq: #553<br><br><b>Heisig:</b> RTK: #429 | RTK6: #460,grade3
胸,<b>Meanings:</b> bosom; breast; chest; heart; feelings<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> むね; むな-<br><br><b>Stats:</b> Strokes: 10 | Radical: 130 | Freq: #1144<br><br><b>Heisig:</b> RTK: #1491 | RTK6: #1604,grade6
局,<b>Meanings:</b> bureau; board; office; affair; conclusion; court lady; lady-in-waiting; her apartment<br><br><b>On'yomi:</b> キョク<br><br><b>Kun'yomi:</b> つぼね<br><br><b>Stats:</b> Strokes: 7 | Radical: 44 | Freq: #286<br><br><b>Heisig:</b> RTK: #1066 | RTK6: #1147,grade3
曲,<b>Meanings:</b> bend; music; melody; composition; pleasure; injustice; fault; curve; crooked; perverse; lean<br><br><b>On'yomi:</b> キョク<br><br><b>Kun'yomi:</b> ま.がる; ま.げる; くま<br><br><b>Name readings:</b> まがた<br><br><b>Stats:</b> Strokes: 6 | Radical: 73 | Freq: #810<br><br><b>Heisig:</b> RTK: #1172 | RTK6: #1256,grade3
極,<b>Meanings:</b> extreme; pole; extremely; very; highly; most; end; settlement; conclusion; highest rank<br><br><b>On'yomi:</b> キョク; ゴク<br><br><b>Kun'yomi:</b> きわ.める; きわ.まる; きわ.まり; きわ.み; き.める; -ぎ.め; き.まる<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #460<br><br><b>Heisig:</b> RTK: #1903 | RTK6: #2052,grade4
玉,<b>Meanings:</b> jewel; ball<br><br><b>On'yomi:</b> ギョク<br><br><b>Kun'yomi:</b> たま; たま-; -だま<br><br><b>Name readings:</b> おう; だん<br><br><b>Stats:</b> Strokes: 5 | Radical: 96 | Freq: #737<br><br><b>Heisig:</b> RTK: #256 | RTK6: #272,grade1
勤,<b>Meanings:</b> diligence; become employed; serve<br><br><b>On'yomi:</b> キン; ゴン<br><br><b>Kun'yomi:</b> つと.める; -づと.め; つと.まる; いそ.しむ<br><br><b>Stats:</b> Strokes: 12 | Radical: 19 | Freq: #830<br><br><b>Heisig:</b> RTK: #1577 | RTK6: #1700,grade6
均,<b>Meanings:</b> level; average<br><br><b>On'yomi:</b> キン<br><br><b>Kun'yomi:</b> なら.す<br><br><b>Name readings:</b> ひとし<br><br><b>Stats:</b> Strokes: 7 | Radical: 32 | Freq: #715<br><br><b>Heisig:</b> RTK: #160 | RTK6: #172,grade5
禁,<b>Meanings:</b> prohibition; ban; forbid<br><br><b>On'yomi:</b> キン<br><br><b>Stats:</b> Strokes: 13 | Radical: 113 | Freq: #681<br><br><b>Heisig:</b> RTK: #1098 | RTK6: #1179,grade5
苦,<b>Meanings:</b> suffering; trial; worry; hardship; feel bitter; scowl<br><br><b>On'yomi:</b> ク<br><br><b>Kun'yomi:</b> くる.しい; -ぐる.しい; くる.しむ; くる.しめる; にが.い; にが.る<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #623<br><br><b>Heisig:</b> RTK: #225 | RTK6: #239,grade3
具,"<b>Meanings:</b> tool; utensil; means; possess; ingredients; counter for armor, suits, sets of furniture<br><br><b>On'yomi:</b> グ<br><br><b>Kun'yomi:</b> そな.える; つぶさ.に<br><br><b>Name readings:</b> とも<br><br><b>Stats:</b> Strokes: 8 | Radical: 12 | Freq: #629<br><br><b>Heisig:</b> RTK: #74 | RTK6: #78",grade3
君,<b>Meanings:</b> mister; you; ruler; male name suffix<br><br><b>On'yomi:</b> クン<br><br><b>Kun'yomi:</b> きみ; -ぎみ<br><br><b>Name readings:</b> み<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #947<br><br><b>Heisig:</b> RTK: #1162 | RTK6: #1246,grade3
訓,<b>Meanings:</b> instruction; Japanese character reading; explanation; read<br><br><b>On'yomi:</b> クン; キン<br><br><b>Kun'yomi:</b> おし.える; よ.む; くん.ずる<br><br><b>Name readings:</b> く; くに; くの; さとし; のり; ふみ<br><br><b>Stats:</b> Strokes: 10 | Radical: 149 | Freq: #1134<br><br><b>Heisig:</b> RTK: #341 | RTK6: #365,grade4
群,<b>Meanings:</b> flock; group; crowd; herd; swarm; cluster<br><br><b>On'yomi:</b> グン<br><br><b>Kun'yomi:</b> む.れる; む.れ; むら; むら.がる<br><br><b>Name readings:</b> ぐり; ぐ; こお; こおり; ごうり<br><br><b>Stats:</b> Strokes: 13 | Radical: 123 | Freq: #1012<br><br><b>Heisig:</b> RTK: #1163 | RTK6: #1247,grade4
軍,<b>Meanings:</b> army; force; troops; war; battle<br><br><b>On'yomi:</b> グン<br><br><b>Kun'yomi:</b> いくさ<br><br><b>Stats:</b> Strokes: 9 | Radical: 159 | Freq: #189<br><br><b>Heisig:</b> RTK: #301 | RTK6: #323,grade4
係,<b>Meanings:</b> person in charge; connection; duty; concern oneself<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> かか.る; かかり; -がかり; かか.わる<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #232<br><br><b>Heisig:</b> RTK: #1392 | RTK6: #1493,grade3
型,<b>Meanings:</b> mould; type; model<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> かた; -がた<br><br><b>Stats:</b> Strokes: 9 | Radical: 32 | Freq: #482<br><br><b>Heisig:</b> RTK: #680 | RTK6: #735,grade5
形,<b>Meanings:</b> shape; form; style<br><br><b>On'yomi:</b> ケイ; ギョウ<br><br><b>Kun'yomi:</b> かた; -がた; かたち; なり<br><br><b>Name readings:</b> ち<br><br><b>Stats:</b> Strokes: 7 | Radical: 59 | Freq: #418<br><br><b>Heisig:</b> RTK: #1711 | RTK6: #1847,grade2
敬,<b>Meanings:</b> awe; respect; honor; revere<br><br><b>On'yomi:</b> ケイ; キョウ<br><br><b>Kun'yomi:</b> うやま.う<br><br><b>Name readings:</b> け; たか; たかし; たけ; とし; のり; ひろ; ゆき; よし<br><br><b>Stats:</b> Strokes: 12 | Radical: 66 | Freq: #1078<br><br><b>Heisig:</b> RTK: #334 | RTK6: #356,grade6
景,<b>Meanings:</b> scenery; view<br><br><b>On'yomi:</b> ケイ<br><br><b>Name readings:</b> かげ<br><br><b>Stats:</b> Strokes: 12 | Radical: 72 | Freq: #419<br><br><b>Heisig:</b> RTK: #314 | RTK6: #336,grade4
経,<b>Meanings:</b> sutra; longitude; pass thru; expire; warp<br><br><b>On'yomi:</b> ケイ; キョウ; キン<br><br><b>Kun'yomi:</b> へ.る; た.つ; たていと; はか.る; のり<br><br><b>Name readings:</b> つね; のぶ<br><br><b>Stats:</b> Strokes: 11 | Radical: 120 | Freq: #79<br><br><b>Heisig:</b> RTK: #1360 | RTK6: #1460,grade5
警,<b>Meanings:</b> admonish; commandment<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> いまし.める<br><br><b>Stats:</b> Strokes: 19 | Radical: 149 | Freq: #366<br><br><b>Heisig:</b> RTK: #336 | RTK6: #358,grade6
芸,<b>Meanings:</b> technique; art; craft; performance; acting; trick; stunt<br><br><b>On'yomi:</b> ゲイ; ウン<br><br><b>Kun'yomi:</b> う.える; のり; わざ<br><br><b>Name readings:</b> き; げ; なり<br><br><b>Stats:</b> Strokes: 7 | Radical: 140 | Freq: #719<br><br><b>Heisig:</b> RTK: #421 | RTK6: #450,grade4
劇,<b>Meanings:</b> drama; play<br><br><b>On'yomi:</b> ゲキ<br><br><b>Stats:</b> Strokes: 15 | Radical: 18 | Freq: #662<br><br><b>Heisig:</b> RTK: #1997 | RTK6: #2152,grade6
欠,<b>Meanings:</b> lack; gap; fail; yawning radical (no. 76)<br><br><b>On'yomi:</b> ケツ; ケン<br><br><b>Kun'yomi:</b> か.ける; か.く<br><br><b>Stats:</b> Strokes: 4 | Radical: 76 | Freq: #860<br><br><b>Heisig:</b> RTK: #466 | RTK6: #505,grade4
決,<b>Meanings:</b> decide; fix; agree upon; appoint<br><br><b>On'yomi:</b> ケツ<br><br><b>Kun'yomi:</b> き.める; -ぎ.め; き.まる; さ.く<br><br><b>Stats:</b> Strokes: 7 | Radical: 85 | Freq: #71<br><br><b>Heisig:</b> RTK: #1641 | RTK6: #1770,grade3
結,<b>Meanings:</b> tie; bind; contract; join; organize; do up hair; fasten<br><br><b>On'yomi:</b> ケツ; ケチ<br><br><b>Kun'yomi:</b> むす.ぶ; ゆ.う; ゆ.わえる<br><br><b>Name readings:</b> ゆい; ゆう<br><br><b>Stats:</b> Strokes: 12 | Radical: 120 | Freq: #162<br><br><b>Heisig:</b> RTK: #1351 | RTK6: #1451,grade4
血,<b>Meanings:</b> blood<br><br><b>On'yomi:</b> ケツ<br><br><b>Kun'yomi:</b> ち<br><br><b>Stats:</b> Strokes: 6 | Radical: 143 | Freq: #832<br><br><b>Heisig:</b> RTK: #1448 | RTK6: #1556,grade3
件,<b>Meanings:</b> affair; case; matter; item<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> くだん<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #212<br><br><b>Heisig:</b> RTK: #959 | RTK6: #1032,grade5
健,<b>Meanings:</b> healthy; health; strength; persistence<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> すこ.やか<br><br><b>Name readings:</b> かつ; たけ; たけし; たて; とし; やす; やすし<br><br><b>Stats:</b> Strokes: 11 | Radical: 9 | Freq: #572<br><br><b>Heisig:</b> RTK: #974 | RTK6: #1048,grade4
券,<b>Meanings:</b> ticket<br><br><b>On'yomi:</b> ケン<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #583<br><br><b>Heisig:</b> RTK: #1206 | RTK6: #1291,grade6
検,<b>Meanings:</b> examination; investigate<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> しら.べる<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #290<br><br><b>Heisig:</b> RTK: #1673 | RTK6: #1803,grade5
権,<b>Meanings:</b> authority; power; rights<br><br><b>On'yomi:</b> ケン; ゴン<br><br><b>Kun'yomi:</b> おもり; かり; はか.る<br><br><b>Stats:</b> Strokes: 15 | Radical: 75 | Freq: #156<br><br><b>Heisig:</b> RTK: #571 | RTK6: #613,grade6
険,<b>Meanings:</b> precipitous; inaccessible place; impregnable position; steep place; sharp eyes<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> けわ.しい<br><br><b>Stats:</b> Strokes: 11 | Radical: 170 | Freq: #707<br><br><b>Heisig:</b> RTK: #1672 | RTK6: #1802,grade5
原,<b>Meanings:</b> meadow; original; primitive; field; plain; prairie; tundra; wilderness<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> はら<br><br><b>Name readings:</b> た; ばる; ら; わた; わら<br><br><b>Stats:</b> Strokes: 10 | Radical: 27 | Freq: #172<br><br><b>Heisig:</b> RTK: #134 | RTK6: #142,grade2
減,<b>Meanings:</b> dwindle; decrease; reduce; decline; curtail; get hungry<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> へ.る; へ.らす<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #261<br><br><b>Heisig:</b> RTK: #366 | RTK6: #391,grade5
現,<b>Meanings:</b> present; existing; actual<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> あらわ.れる; あらわ.す; うつつ; うつ.つ<br><br><b>Name readings:</b> あきら; きら<br><br><b>Stats:</b> Strokes: 11 | Radical: 96 | Freq: #85<br><br><b>Heisig:</b> RTK: #259 | RTK6: #275,grade5
限,<b>Meanings:</b> limit; restrict; to best of ability<br><br><b>On'yomi:</b> ゲン<br><br><b>Kun'yomi:</b> かぎ.る; かぎ.り; -かぎ.り<br><br><b>Stats:</b> Strokes: 9 | Radical: 170 | Freq: #405<br><br><b>Heisig:</b> RTK: #1466 | RTK6: #1576,grade5
個,<b>Meanings:</b> individual; counter for articles<br><br><b>On'yomi:</b> コ; カ<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #451<br><br><b>Heisig:</b> RTK: #973 | RTK6: #1047,grade5
呼,<b>Meanings:</b> call; call out to; invite<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> よ.ぶ<br><br><b>Name readings:</b> よぶ<br><br><b>Stats:</b> Strokes: 8 | Radical: 30 | Freq: #498<br><br><b>Heisig:</b> RTK: #1485 | RTK6: #1597,grade6
固,<b>Meanings:</b> harden; set; clot; curdle<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> かた.める; かた.まる; かた.まり; かた.い<br><br><b>Stats:</b> Strokes: 8 | Radical: 31 | Freq: #750<br><br><b>Heisig:</b> RTK: #580 | RTK6: #622,grade4
庫,<b>Meanings:</b> warehouse; storehouse<br><br><b>On'yomi:</b> コ; ク<br><br><b>Kun'yomi:</b> くら<br><br><b>Stats:</b> Strokes: 10 | Radical: 53 | Freq: #852<br><br><b>Heisig:</b> RTK: #589 | RTK6: #633,grade3
戸,<b>Meanings:</b> door; counter for houses; door radical (no. 63)<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> と<br><br><b>Name readings:</b> え; へ<br><br><b>Stats:</b> Strokes: 4 | Radical: 63 | Freq: #575<br><br><b>Heisig:</b> RTK: #1076 | RTK6: #1157,grade2
故,<b>Meanings:</b> happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> ゆえ; ふる.い; もと<br><br><b>Stats:</b> Strokes: 9 | Radical: 66 | Freq: #612<br><br><b>Heisig:</b> RTK: #333 | RTK6: #355,grade5
湖,<b>Meanings:</b> lake<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> みずうみ<br><br><b>Name readings:</b> うみ; み<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #1344<br><br><b>Heisig:</b> RTK: #148 | RTK6: #159,grade3
誤,<b>Meanings:</b> mistake; err; do wrong; mislead<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> あやま.る; -あやま.る<br><br><b>Stats:</b> Strokes: 14 | Radical: 149 | Freq: #1150<br><br><b>Heisig:</b> RTK: #1899 | RTK6: #2048,grade6
交,<b>Meanings:</b> mingle; mixing; association; coming & going<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> まじ.わる; まじ.える; ま.じる; まじ.る; ま.ざる; ま.ぜる; -か.う; か.わす; かわ.す; こもごも<br><br><b>Name readings:</b> かた<br><br><b>Stats:</b> Strokes: 6 | Radical: 8 | Freq: #178<br><br><b>Heisig:</b> RTK: #1275 | RTK6: #1368,grade2
候,<b>Meanings:</b> climate; season; weather; wait for; expect<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> そうろう<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #510<br><br><b>Heisig:</b> RTK: #1640 | RTK6: #1769,grade4
公,<b>Meanings:</b> public; prince; official; governmental<br><br><b>On'yomi:</b> コウ; ク<br><br><b>Kun'yomi:</b> おおやけ<br><br><b>Name readings:</b> あきら; き; きみ; きん; たか; ただし; とも; ひろ; まさ<br><br><b>Stats:</b> Strokes: 4 | Radical: 12 | Freq: #118<br><br><b>Heisig:</b> RTK: #784 | RTK6: #847,grade2
効,<b>Meanings:</b> merit; efficacy; efficiency; benefit<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> き.く; ききめ; なら.う<br><br><b>Stats:</b> Strokes: 8 | Radical: 19 | Freq: #538<br><br><b>Heisig:</b> RTK: #1276 | RTK6: #1369,grade5
厚,<b>Meanings:</b> thick; heavy; rich; kind; cordial; brazen; shameless<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あつ.い; あか<br><br><b>Name readings:</b> あ; あっ<br><br><b>Stats:</b> Strokes: 9 | Radical: 27 | Freq: #768<br><br><b>Heisig:</b> RTK: #125 | RTK6: #132,grade5
向,<b>Meanings:</b> yonder; facing; beyond; confront; defy; tend toward; approach<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> む.く; む.い; -む.き; む.ける; -む.け; む.かう; む.かい; む.こう; む.こう-; むこ; むか.い<br><br><b>Name readings:</b> こお; た; な; むか; むかい; むこう<br><br><b>Stats:</b> Strokes: 6 | Radical: 30 | Freq: #182<br><br><b>Heisig:</b> RTK: #183 | RTK6: #195,grade3
幸,<b>Meanings:</b> happiness; blessing; fortune<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> さいわ.い; さち; しあわ.せ<br><br><b>Name readings:</b> こ; さき; さし; さっ; とも; ひろ; みゆき; ゆ; ゆき; よし<br><br><b>Stats:</b> Strokes: 8 | Radical: 51 | Freq: #786<br><br><b>Heisig:</b> RTK: #1505 | RTK6: #1622,grade3
康,<b>Meanings:</b> ease; peace<br><br><b>On'yomi:</b> コウ<br><br><b>Name readings:</b> かん; こ; みち; やす; やすし<br><br><b>Stats:</b> Strokes: 11 | Radical: 53 | Freq: #760<br><br><b>Heisig:</b> RTK: #1159 | RTK6: #1243,grade4
構,<b>Meanings:</b> posture; stance; appearance; build; set up<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> かま.える; かま.う<br><br><b>Name readings:</b> とち<br><br><b>Stats:</b> Strokes: 14 | Radical: 75 | Freq: #316<br><br><b>Heisig:</b> RTK: #1818 | RTK6: #1959,grade5
港,<b>Meanings:</b> harbor<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> みなと<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #495<br><br><b>Heisig:</b> RTK: #1800 | RTK6: #1940,grade3
紅,<b>Meanings:</b> crimson; deep red<br><br><b>On'yomi:</b> コウ; ク<br><br><b>Kun'yomi:</b> べに; くれない; あか.い<br><br><b>Name readings:</b> くれ; もみ<br><br><b>Stats:</b> Strokes: 9 | Radical: 120 | Freq: #1299<br><br><b>Heisig:</b> RTK: #1355 | RTK6: #1455,grade6
耕,<b>Meanings:</b> till; plow; cultivate<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> たがや.す<br><br><b>Name readings:</b> こお<br><br><b>Stats:</b> Strokes: 10 | Radical: 127 | Freq: #1568<br><br><b>Heisig:</b> RTK: #1808 | RTK6: #1949,grade5
航,<b>Meanings:</b> navigate; sail; cruise; fly<br><br><b>On'yomi:</b> コウ<br><br><b>Name readings:</b> わたる<br><br><b>Stats:</b> Strokes: 10 | Radical: 137 | Freq: #665<br><br><b>Heisig:</b> RTK: #1870 | RTK6: #2014,grade5
講,<b>Meanings:</b> lecture; club; association<br><br><b>On'yomi:</b> コウ<br><br><b>Stats:</b> Strokes: 17 | Radical: 149 | Freq: #653<br><br><b>Heisig:</b> RTK: #1816 | RTK6: #1957,grade5
鉱,<b>Meanings:</b> mineral; ore<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あらがね<br><br><b>Stats:</b> Strokes: 13 | Radical: 167 | Freq: #1376<br><br><b>Heisig:</b> RTK: #741 | RTK6: #802,grade5
降,<b>Meanings:</b> descend; precipitate; fall; surrender<br><br><b>On'yomi:</b> コウ; ゴ<br><br><b>Kun'yomi:</b> お.りる; お.ろす; ふ.る; ふ.り; くだ.る; くだ.す<br><br><b>Name readings:</b> ふり; ふる<br><br><b>Stats:</b> Strokes: 10 | Radical: 170 | Freq: #596<br><br><b>Heisig:</b> RTK: #1308 | RTK6: #1405,grade6
香,<b>Meanings:</b> incense; smell; perfume<br><br><b>On'yomi:</b> コウ; キョウ<br><br><b>Kun'yomi:</b> か; かお.り; かお.る<br><br><b>Name readings:</b> こ; こお; ひゃん; よし<br><br><b>Stats:</b> Strokes: 9 | Radical: 186 | Freq: #859<br><br><b>Heisig:</b> RTK: #911 | RTK6: #977,grade4
号,<b>Meanings:</b> nickname; number; item; title; pseudonym; name; call<br><br><b>On'yomi:</b> ゴウ<br><br><b>Kun'yomi:</b> さけ.ぶ; よびな<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #585<br><br><b>Heisig:</b> RTK: #1242 | RTK6: #1330,grade3
