kanji,back,tags
将,<b>Meanings:</b> leader; commander; general; admiral; or; and again; soon; from now on; just about<br><br><b>On'yomi:</b> ショウ; ソウ<br><br><b>Kun'yomi:</b> まさ.に; はた; まさ; ひきい.る; もって<br><br><b>Name readings:</b> かつ; かつり; すすむ; たか; ゆき<br><br><b>Stats:</b> Strokes: 10 | Radical: 41 | Freq: #634<br><br><b>Heisig:</b> RTK: #731 | RTK6: #789,grade6
承,<b>Meanings:</b> acquiesce; hear; listen to; be informed; receive<br><br><b>On'yomi:</b> ショウ; ジョウ<br><br><b>Kun'yomi:</b> うけたまわ.る; う.ける<br><br><b>Name readings:</b> つぐ; こと; すけ; つぎ; よし; うけ<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #775<br><br><b>Heisig:</b> RTK: #1901 | RTK6: #2050,grade6
招,<b>Meanings:</b> beckon; invite; summon; engage<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> まね.く<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #840<br><br><b>Heisig:</b> RTK: #650 | RTK6: #702,grade5
消,<b>Meanings:</b> extinguish; blow out; turn off; neutralize; cancel<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> き.える; け.す<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #345<br><br><b>Heisig:</b> RTK: #144 | RTK6: #155,grade3
焼,<b>Meanings:</b> bake; burning<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> や.く; や.き; や.き-; -や.き; や.ける<br><br><b>Name readings:</b> やい; やき<br><br><b>Stats:</b> Strokes: 12 | Radical: 86 | Freq: #982<br><br><b>Heisig:</b> RTK: #1200 | RTK6: #1284,grade4
照,<b>Meanings:</b> illuminate; shine; compare; bashful<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> て.る; て.らす; て.れる<br><br><b>Name readings:</b> あき; てる<br><br><b>Stats:</b> Strokes: 13 | Radical: 86 | Freq: #1004<br><br><b>Heisig:</b> RTK: #170 | RTK6: #182,grade4
省,<b>Meanings:</b> government ministry; conserve; omit<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> かえり.みる; はぶ.く<br><br><b>Name readings:</b> さとし; み<br><br><b>Stats:</b> Strokes: 9 | Radical: 109 | Freq: #548<br><br><b>Heisig:</b> RTK: #124 | RTK6: #131,grade4
章,<b>Meanings:</b> badge; chapter; composition; poem; design<br><br><b>On'yomi:</b> ショウ<br><br><b>Name readings:</b> あき; あきら; あや; ふみ<br><br><b>Stats:</b> Strokes: 11 | Radical: 117 | Freq: #990<br><br><b>Heisig:</b> RTK: #433 | RTK6: #464,grade3
笑,<b>Meanings:</b> laugh<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> わら.う; え.む<br><br><b>Name readings:</b> えみ<br><br><b>Stats:</b> Strokes: 10 | Radical: 118 | Freq: #913<br><br><b>Heisig:</b> RTK: #938 | RTK6: #1008,grade4
象,<b>Meanings:</b> elephant; pattern after; imitate; image; shape; sign (of the times)<br><br><b>On'yomi:</b> ショウ; ゾウ<br><br><b>Kun'yomi:</b> かたど.る<br><br><b>Name readings:</b> きさ<br><br><b>Stats:</b> Strokes: 12 | Radical: 152 | Freq: #394<br><br><b>Heisig:</b> RTK: #1976 | RTK6: #2130,grade5
賞,<b>Meanings:</b> prize; reward; praise<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> ほ.める<br><br><b>Stats:</b> Strokes: 15 | Radical: 154 | Freq: #426<br><br><b>Heisig:</b> RTK: #796 | RTK6: #859,grade5
城,<b>Meanings:</b> castle<br><br><b>On'yomi:</b> ジョウ; セイ<br><br><b>Kun'yomi:</b> しろ<br><br><b>Name readings:</b> いく; がき; き; くに; ぐしく; ぐすく; しき; すく; ぜい; たち; なり<br><br><b>Stats:</b> Strokes: 9 | Radical: 32 | Freq: #795<br><br><b>Heisig:</b> RTK: #362 | RTK6: #387,grade4
常,<b>Meanings:</b> usual; ordinary; normal; common; regular; continually; always; long-lasting<br><br><b>On'yomi:</b> ジョウ<br><br><b>Kun'yomi:</b> つね; とこ-<br><br><b>Name readings:</b> とき; のぶ; ひ; ひた<br><br><b>Stats:</b> Strokes: 11 | Radical: 50 | Freq: #293<br><br><b>Heisig:</b> RTK: #799 | RTK6: #862,grade5
情,<b>Meanings:</b> feelings; emotion; passion; sympathy; circumstances; facts<br><br><b>On'yomi:</b> ジョウ; セイ<br><br><b>Kun'yomi:</b> なさ.け<br><br><b>Stats:</b> Strokes: 11 | Radical: 61 | Freq: #235<br><br><b>Heisig:</b> RTK: #1537 | RTK6: #1657,grade5
条,"<b>Meanings:</b> article; clause; counter for articles, clauses, paragraphs, etc.; twig; item; stripe; streak<br><br><b>On'yomi:</b> ジョウ; チョウ; デキ<br><br><b>Kun'yomi:</b> えだ; すじ<br><br><b>Stats:</b> Strokes: 7 | Radical: 75 | Freq: #363<br><br><b>Heisig:</b> RTK: #298 | RTK6: #319",grade5
状,<b>Meanings:</b> status quo; conditions; circumstances; form; appearance<br><br><b>On'yomi:</b> ジョウ<br><br><b>Stats:</b> Strokes: 7 | Radical: 94 | Freq: #298<br><br><b>Heisig:</b> RTK: #239 | RTK6: #254,grade5
蒸,<b>Meanings:</b> steam; heat; sultry; foment; get musty<br><br><b>On'yomi:</b> ジョウ; セイ<br><br><b>Kun'yomi:</b> む.す; む.れる; む.らす<br><br><b>Stats:</b> Strokes: 13 | Radical: 140 | Freq: #1552<br><br><b>Heisig:</b> RTK: #1900 | RTK6: #2049,grade6
植,<b>Meanings:</b> plant<br><br><b>On'yomi:</b> ショク<br><br><b>Kun'yomi:</b> う.える; う.わる<br><br><b>Name readings:</b> うえ; え; げ<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #699<br><br><b>Heisig:</b> RTK: #205 | RTK6: #217,grade3
職,<b>Meanings:</b> post; employment; work<br><br><b>On'yomi:</b> ショク; ソク<br><br><b>Name readings:</b> もと<br><br><b>Stats:</b> Strokes: 18 | Radical: 128 | Freq: #305<br><br><b>Heisig:</b> RTK: #824 | RTK6: #887,grade5
信,<b>Meanings:</b> faith; truth; fidelity; trust<br><br><b>On'yomi:</b> シン<br><br><b>Name readings:</b> し; しが; しな; しの; しぶ; とき; のび; のぶ; まこと<br><br><b>Stats:</b> Strokes: 9 | Radical: 9 | Freq: #208<br><br><b>Heisig:</b> RTK: #969 | RTK6: #1043,grade4
深,<b>Meanings:</b> deep; heighten; intensify; strengthen<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> ふか.い; -ぶか.い; ふか.まる; ふか.める; み-<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #484<br><br><b>Heisig:</b> RTK: #1328 | RTK6: #1426,grade3
申,<b>Meanings:</b> have the honor to; sign of the monkey; 3-5PM; ninth sign of Chinese zodiac<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> もう.す; もう.し-; さる<br><br><b>Stats:</b> Strokes: 5 | Radical: 102 | Freq: #492<br><br><b>Heisig:</b> RTK: #1117 | RTK6: #1198,grade3
神,<b>Meanings:</b> gods; mind; soul<br><br><b>On'yomi:</b> シン; ジン<br><br><b>Kun'yomi:</b> かみ; かん-; こう-<br><br><b>Name readings:</b> か; かぐ; かな; かも; くま; こ; こは; だま; み<br><br><b>Stats:</b> Strokes: 9 | Radical: 113 | Freq: #347<br><br><b>Heisig:</b> RTK: #1119 | RTK6: #1200,grade3
臣,<b>Meanings:</b> retainer; subject<br><br><b>On'yomi:</b> シン; ジン<br><br><b>Name readings:</b> おみ; たか; と; とみ; み<br><br><b>Stats:</b> Strokes: 7 | Radical: 131 | Freq: #1249<br><br><b>Heisig:</b> RTK: #848 | RTK6: #911,grade4
身,<b>Meanings:</b> somebody; person; one's station in life<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> み<br><br><b>Stats:</b> Strokes: 7 | Radical: 158 | Freq: #320<br><br><b>Heisig:</b> RTK: #1248 | RTK6: #1337,grade3
針,<b>Meanings:</b> needle; pin; staple; stinger<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> はり<br><br><b>Name readings:</b> は<br><br><b>Stats:</b> Strokes: 10 | Radical: 167 | Freq: #505<br><br><b>Heisig:</b> RTK: #274 | RTK6: #292,grade6
数,<b>Meanings:</b> number; strength; fate; law; figures<br><br><b>On'yomi:</b> スウ; ス; サク; ソク; シュ<br><br><b>Kun'yomi:</b> かず; かぞ.える; しばしば; せ.める; わずらわ.しい<br><br><b>Name readings:</b> じゅ<br><br><b>Stats:</b> Strokes: 13 | Radical: 66 | Freq: #148<br><br><b>Heisig:</b> RTK: #929 | RTK6: #998,grade2
制,<b>Meanings:</b> system; law; rule<br><br><b>On'yomi:</b> セイ<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #108<br><br><b>Heisig:</b> RTK: #418 | RTK6: #447,grade5
勢,<b>Meanings:</b> forces; energy; military strength<br><br><b>On'yomi:</b> セイ; ゼイ<br><br><b>Kun'yomi:</b> いきお.い; はずみ<br><br><b>Name readings:</b> せ<br><br><b>Stats:</b> Strokes: 13 | Radical: 19 | Freq: #260<br><br><b>Heisig:</b> RTK: #1515 | RTK6: #1633,grade5
性,<b>Meanings:</b> sex; gender; nature<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> さが<br><br><b>Stats:</b> Strokes: 8 | Radical: 61 | Freq: #104<br><br><b>Heisig:</b> RTK: #1558 | RTK6: #1679,grade5
成,<b>Meanings:</b> turn into; become; get; grow; elapse; reach<br><br><b>On'yomi:</b> セイ; ジョウ<br><br><b>Kun'yomi:</b> な.る; な.す; -な.す<br><br><b>Name readings:</b> あき; あきら; しげ; そん; たえ; なお; なり; なる; のり; ひら; まさ; よし; り<br><br><b>Stats:</b> Strokes: 6 | Radical: 62 | Freq: #116<br><br><b>Heisig:</b> RTK: #361 | RTK6: #386,grade4
政,<b>Meanings:</b> politics; government<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> まつりごと; まん<br><br><b>Name readings:</b> ただ; まさ<br><br><b>Stats:</b> Strokes: 9 | Radical: 66 | Freq: #17<br><br><b>Heisig:</b> RTK: #381 | RTK6: #407,grade5
整,<b>Meanings:</b> organize; arranging; tune; tone; meter; key (music)<br><br><b>On'yomi:</b> セイ<br><br><b>Kun'yomi:</b> ととの.える; ととの.う<br><br><b>Name readings:</b> ひとし<br><br><b>Stats:</b> Strokes: 16 | Radical: 66 | Freq: #478<br><br><b>Heisig:</b> RTK: #1670 | RTK6: #1800,grade3
星,<b>Meanings:</b> star; spot; dot; mark<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> ほし; -ぼし<br><br><b>Stats:</b> Strokes: 9 | Radical: 72 | Freq: #844<br><br><b>Heisig:</b> RTK: #1556 | RTK6: #1676,grade2
晴,<b>Meanings:</b> clear up<br><br><b>On'yomi:</b> セイ<br><br><b>Kun'yomi:</b> は.れる; は.れ; は.れ-; -ば.れ; は.らす<br><br><b>Name readings:</b> はる; はれ<br><br><b>Stats:</b> Strokes: 12 | Radical: 72 | Freq: #1022<br><br><b>Heisig:</b> RTK: #1538 | RTK6: #1658,grade2
清,<b>Meanings:</b> pure; purify; cleanse; exorcise; Manchu dynasty<br><br><b>On'yomi:</b> セイ; ショウ; シン<br><br><b>Kun'yomi:</b> きよ.い; きよ.まる; きよ.める<br><br><b>Name readings:</b> あき; さや; し; すが; すみ; せ; ちん<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #705<br><br><b>Heisig:</b> RTK: #1539 | RTK6: #1659,grade4
精,<b>Meanings:</b> refined; ghost; fairy; energy; vitality; semen; excellence; purity; skill<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> しら.げる; くわ.しい<br><br><b>Name readings:</b> きよ<br><br><b>Stats:</b> Strokes: 14 | Radical: 119 | Freq: #752<br><br><b>Heisig:</b> RTK: #1535 | RTK6: #1655,grade5
製,<b>Meanings:</b> made in...; manufacture<br><br><b>On'yomi:</b> セイ<br><br><b>Stats:</b> Strokes: 14 | Radical: 145 | Freq: #488<br><br><b>Heisig:</b> RTK: #419 | RTK6: #448,grade5
静,<b>Meanings:</b> quiet<br><br><b>On'yomi:</b> セイ; ジョウ<br><br><b>Kun'yomi:</b> しず-; しず.か; しず.まる; しず.める<br><br><b>Name readings:</b> しづ<br><br><b>Stats:</b> Strokes: 14 | Radical: 174 | Freq: #764<br><br><b>Heisig:</b> RTK: #1540 | RTK6: #1660,grade4
税,<b>Meanings:</b> tax; duty<br><br><b>On'yomi:</b> ゼイ<br><br><b>Name readings:</b> さい<br><br><b>Stats:</b> Strokes: 12 | Radical: 115 | Freq: #289<br><br><b>Heisig:</b> RTK: #895 | RTK6: #961,grade5
席,<b>Meanings:</b> seat; mat; occasion; place<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> むしろ<br><br><b>Stats:</b> Strokes: 10 | Radical: 50 | Freq: #370<br><br><b>Heisig:</b> RTK: #1193 | RTK6: #1277,grade4
昔,<b>Meanings:</b> once upon a time; antiquity; old times<br><br><b>On'yomi:</b> セキ; シャク<br><br><b>Kun'yomi:</b> むかし<br><br><b>Stats:</b> Strokes: 8 | Radical: 72 | Freq: #1197<br><br><b>Heisig:</b> RTK: #1184 | RTK6: #1268,grade3
石,<b>Meanings:</b> stone<br><br><b>On'yomi:</b> セキ; シャク; コク<br><br><b>Kun'yomi:</b> いし<br><br><b>Name readings:</b> いさ; いす; いわ; し; せっく; と<br><br><b>Stats:</b> Strokes: 5 | Radical: 112 | Freq: #342<br><br><b>Heisig:</b> RTK: #113 | RTK6: #118,grade1
積,<b>Meanings:</b> volume; product (x*y); acreage; contents; pile up; stack; load; amass<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> つ.む; -づ.み; つ.もる; つ.もり<br><br><b>Name readings:</b> か; さか; しゃこ; ずみ; つみ<br><br><b>Stats:</b> Strokes: 16 | Radical: 115 | Freq: #541<br><br><b>Heisig:</b> RTK: #1543 | RTK6: #1663,grade4
績,<b>Meanings:</b> exploits; achievements; unreeling cocoons<br><br><b>On'yomi:</b> セキ<br><br><b>Name readings:</b> み<br><br><b>Stats:</b> Strokes: 17 | Radical: 120 | Freq: #820<br><br><b>Heisig:</b> RTK: #1542 | RTK6: #1662,grade5
責,<b>Meanings:</b> blame; condemn; censure<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> せ.める<br><br><b>Stats:</b> Strokes: 11 | Radical: 154 | Freq: #598<br><br><b>Heisig:</b> RTK: #1541 | RTK6: #1661,grade5
接,<b>Meanings:</b> touch; contact; adjoin; piece together<br><br><b>On'yomi:</b> セツ; ショウ<br><br><b>Kun'yomi:</b> つ.ぐ<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #523<br><br><b>Heisig:</b> RTK: #672 | RTK6: #725,grade5
折,<b>Meanings:</b> fold; break; fracture; bend; yield; submit<br><br><b>On'yomi:</b> セツ; シャク<br><br><b>Kun'yomi:</b> お.る; おり; お.り; -お.り; お.れる<br><br><b>Name readings:</b> せき<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #962<br><br><b>Heisig:</b> RTK: #1130 | RTK6: #1211,grade4
設,<b>Meanings:</b> establishment; provision; prepare<br><br><b>On'yomi:</b> セツ<br><br><b>Kun'yomi:</b> もう.ける<br><br><b>Name readings:</b> した<br><br><b>Stats:</b> Strokes: 11 | Radical: 149 | Freq: #145<br><br><b>Heisig:</b> RTK: #708 | RTK6: #765,grade5
節,<b>Meanings:</b> node; season; period; occasion; verse; clause; stanza; honor; joint; knuckle; knob; knot; tune; melody<br><br><b>On'yomi:</b> セツ; セチ<br><br><b>Kun'yomi:</b> ふし; -ぶし; のっと<br><br><b>Name readings:</b> たかし<br><br><b>Stats:</b> Strokes: 13 | Radical: 118 | Freq: #934<br><br><b>Heisig:</b> RTK: #1464 | RTK6: #1574,grade4
雪,<b>Meanings:</b> snow<br><br><b>On'yomi:</b> セツ<br><br><b>Kun'yomi:</b> ゆき<br><br><b>Name readings:</b> せっ; ぶき<br><br><b>Stats:</b> Strokes: 11 | Radical: 173 | Freq: #1131<br><br><b>Heisig:</b> RTK: #1143 | RTK6: #1225,grade2
絶,<b>Meanings:</b> discontinue; sever; cut off; abstain; interrupt; suppress; be beyond; without match; peerless; unparalleled<br><br><b>On'yomi:</b> ゼツ<br><br><b>Kun'yomi:</b> た.える; た.やす; た.つ<br><br><b>Stats:</b> Strokes: 12 | Radical: 120 | Freq: #784<br><br><b>Heisig:</b> RTK: #1754 | RTK6: #1891,grade5
専,<b>Meanings:</b> specialty; exclusive; mainly; solely<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> もっぱ.ら<br><br><b>Stats:</b> Strokes: 9 | Radical: 41 | Freq: #506<br><br><b>Heisig:</b> RTK: #46 | RTK6: #47,grade6
戦,<b>Meanings:</b> war; battle; match<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> いくさ; たたか.う; おのの.く; そよ.ぐ; わなな.く<br><br><b>Name readings:</b> せ<br><br><b>Stats:</b> Strokes: 13 | Radical: 62 | Freq: #78<br><br><b>Heisig:</b> RTK: #1929 | RTK6: #2079,grade4
泉,<b>Meanings:</b> spring; fountain<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> いずみ<br><br><b>Name readings:</b> いず; ずい; ずみ; ぜい; ぜん; の<br><br><b>Stats:</b> Strokes: 9 | Radical: 85 | Freq: #1086<br><br><b>Heisig:</b> RTK: #133 | RTK6: #140,grade6
浅,<b>Meanings:</b> shallow; superficial; frivolous; wretched; shameful<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> あさ.い<br><br><b>Name readings:</b> あざ; さ<br><br><b>Stats:</b> Strokes: 9 | Radical: 85 | Freq: #1253<br><br><b>Heisig:</b> RTK: #369 | RTK6: #395,grade4
線,<b>Meanings:</b> line; track<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> すじ<br><br><b>Stats:</b> Strokes: 15 | Radical: 120 | Freq: #382<br><br><b>Heisig:</b> RTK: #1339 | RTK6: #1438,grade2
船,<b>Meanings:</b> ship; boat<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> ふね; ふな-<br><br><b>Name readings:</b> ふ<br><br><b>Stats:</b> Strokes: 11 | Radical: 137 | Freq: #713<br><br><b>Heisig:</b> RTK: #1874 | RTK6: #2019,grade2
選,<b>Meanings:</b> elect; select; choose; prefer<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> えら.ぶ; え.る; よ.る<br><br><b>Stats:</b> Strokes: 15 | Radical: 162 | Freq: #57<br><br><b>Heisig:</b> RTK: #1804 | RTK6: #1944,grade4
善,<b>Meanings:</b> virtuous; good; goodness<br><br><b>On'yomi:</b> ゼン<br><br><b>Kun'yomi:</b> よ.い; い.い; よ.く; よし.とする<br><br><b>Name readings:</b> たる; よし<br><br><b>Stats:</b> Strokes: 12 | Radical: 30 | Freq: #765<br><br><b>Heisig:</b> RTK: #1035 | RTK6: #1112,grade6
然,<b>Meanings:</b> sort of thing; so; if so; in that case; well<br><br><b>On'yomi:</b> ゼン; ネン<br><br><b>Kun'yomi:</b> しか; しか.り; しか.し; さ<br><br><b>Stats:</b> Strokes: 12 | Radical: 86 | Freq: #401<br><br><b>Heisig:</b> RTK: #241 | RTK6: #256,grade4
全,<b>Meanings:</b> whole; entire; all; complete; fulfill<br><br><b>On'yomi:</b> ゼン<br><br><b>Kun'yomi:</b> まった.く; すべ.て<br><br><b>Name readings:</b> たけ; まさ<br><br><b>Stats:</b> Strokes: 6 | Radical: 11 | Freq: #75<br><br><b>Heisig:</b> RTK: #263 | RTK6: #281,grade3
祖,<b>Meanings:</b> ancestor; pioneer; founder<br><br><b>On'yomi:</b> ソ<br><br><b>Name readings:</b> い<br><br><b>Stats:</b> Strokes: 9 | Radical: 113 | Freq: #1226<br><br><b>Heisig:</b> RTK: #1779 | RTK6: #1918,grade5
組,<b>Meanings:</b> association; braid; plait; construct; assemble; unite; cooperate; grapple<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> く.む; くみ; -ぐみ<br><br><b>Stats:</b> Strokes: 11 | Radical: 120 | Freq: #204<br><br><b>Heisig:</b> RTK: #1776 | RTK6: #1914,grade2
層,<b>Meanings:</b> stratum; social class; layer; story; floor<br><br><b>On'yomi:</b> ソウ<br><br><b>Stats:</b> Strokes: 14 | Radical: 44 | Freq: #801<br><br><b>Heisig:</b> RTK: #1065 | RTK6: #1146,grade6
想,<b>Meanings:</b> idea; thought; conception; think<br><br><b>On'yomi:</b> ソウ; ソ<br><br><b>Kun'yomi:</b> おも.う<br><br><b>Stats:</b> Strokes: 13 | Radical: 61 | Freq: #381<br><br><b>Heisig:</b> RTK: #609 | RTK6: #656,grade3
操,<b>Meanings:</b> maneuver; manipulate; operate; steer; chastity; virginity; fidelity<br><br><b>On'yomi:</b> ソウ; サン<br><br><b>Kun'yomi:</b> みさお; あやつ.る<br><br><b>Name readings:</b> さお; みさ<br><br><b>Stats:</b> Strokes: 16 | Radical: 64 | Freq: #1016<br><br><b>Heisig:</b> RTK: #671 | RTK6: #724,grade6
争,<b>Meanings:</b> contend; dispute; argue<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> あらそ.う; いか.でか<br><br><b>Stats:</b> Strokes: 6 | Radical: 6 | Freq: #271<br><br><b>Heisig:</b> RTK: #1154 | RTK6: #1238,grade4
相,<b>Meanings:</b> inter-; mutual; together; each other; minister of state; councillor; aspect; phase; physiognomy<br><br><b>On'yomi:</b> ソウ; ショウ<br><br><b>Kun'yomi:</b> あい-<br><br><b>Name readings:</b> あ; い; おう; さ; さが; すけ<br><br><b>Stats:</b> Strokes: 9 | Radical: 109 | Freq: #45<br><br><b>Heisig:</b> RTK: #209 | RTK6: #222,grade3
窓,<b>Meanings:</b> window; pane<br><br><b>On'yomi:</b> ソウ; ス<br><br><b>Kun'yomi:</b> まど; てんまど; けむだし<br><br><b>Stats:</b> Strokes: 11 | Radical: 116 | Freq: #1186<br><br><b>Heisig:</b> RTK: #749 | RTK6: #811,grade6
総,<b>Meanings:</b> general; whole; all; full; total<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> す.べて; すべ.て; ふさ<br><br><b>Name readings:</b> うさ; ずさ<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #129<br><br><b>Heisig:</b> RTK: #1366 | RTK6: #1466,grade5
草,<b>Meanings:</b> grass; weeds; herbs; pasture; write; draft<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> くさ; くさ-; -ぐさ<br><br><b>Name readings:</b> そ; や<br><br><b>Stats:</b> Strokes: 9 | Radical: 140 | Freq: #967<br><br><b>Heisig:</b> RTK: #224 | RTK6: #238,grade1
装,<b>Meanings:</b> attire; dress; pretend; disguise; profess<br><br><b>On'yomi:</b> ソウ; ショウ<br><br><b>Kun'yomi:</b> よそお.う; よそお.い<br><br><b>Stats:</b> Strokes: 12 | Radical: 145 | Freq: #657<br><br><b>Heisig:</b> RTK: #398 | RTK6: #425,grade6
像,<b>Meanings:</b> statue; picture; image; figure; portrait<br><br><b>On'yomi:</b> ゾウ<br><br><b>Name readings:</b> かた<br><br><b>Stats:</b> Strokes: 14 | Radical: 9 | Freq: #856<br><br><b>Heisig:</b> RTK: #1977 | RTK6: #2131,grade5
増,<b>Meanings:</b> increase; add; augment; gain; promote<br><br><b>On'yomi:</b> ゾウ<br><br><b>Kun'yomi:</b> ま.す; ま.し; ふ.える; ふ.やす<br><br><b>Name readings:</b> まし; ます<br><br><b>Stats:</b> Strokes: 14 | Radical: 32 | Freq: #231<br><br><b>Heisig:</b> RTK: #502 | RTK6: #541,grade5
臓,<b>Meanings:</b> entrails; viscera; bowels<br><br><b>On'yomi:</b> ゾウ<br><br><b>Kun'yomi:</b> はらわた<br><br><b>Stats:</b> Strokes: 19 | Radical: 130 | Freq: #991<br><br><b>Heisig:</b> RTK: #851 | RTK6: #914,grade6
蔵,<b>Meanings:</b> storehouse; hide; own; have; possess<br><br><b>On'yomi:</b> ゾウ; ソウ<br><br><b>Kun'yomi:</b> くら; おさ.める; かく.れる<br><br><b>Name readings:</b> くらし; くらん; くろう; さし; ざ; ろう<br><br><b>Stats:</b> Strokes: 15 | Radical: 140 | Freq: #468<br><br><b>Heisig:</b> RTK: #850 | RTK6: #913,grade6
造,<b>Meanings:</b> create; make; structure; physique<br><br><b>On'yomi:</b> ゾウ<br><br><b>Kun'yomi:</b> つく.る; つく.り; -づく.り<br><br><b>Name readings:</b> ずくり; づくり; み<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #429<br><br><b>Heisig:</b> RTK: #281 | RTK6: #299,grade5
側,<b>Meanings:</b> side; lean; oppose; regret<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> かわ; がわ; そば<br><br><b>Stats:</b> Strokes: 11 | Radical: 9 | Freq: #216<br><br><b>Heisig:</b> RTK: #975 | RTK6: #1049,grade4
則,<b>Meanings:</b> rule; law; follow; based on; model after<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> のっと.る; のり; すなわち<br><br><b>Stats:</b> Strokes: 9 | Radical: 18 | Freq: #753<br><br><b>Heisig:</b> RTK: #88 | RTK6: #92,grade5
息,<b>Meanings:</b> breath; respiration; son; interest (on money); rest; coming to an end<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> いき<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #882<br><br><b>Heisig:</b> RTK: #610 | RTK6: #657,grade3
束,<b>Meanings:</b> bundle; sheaf; ream; tie in bundles; govern; manage; control<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> たば; たば.ねる; つか; つか.ねる<br><br><b>Stats:</b> Strokes: 7 | Radical: 75 | Freq: #918<br><br><b>Heisig:</b> RTK: #1664 | RTK6: #1793,grade4
測,<b>Meanings:</b> fathom; plan; scheme; measure<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> はか.る<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #761<br><br><b>Heisig:</b> RTK: #149 | RTK6: #160,grade5
速,<b>Meanings:</b> quick; fast<br><br><b>On'yomi:</b> ソク<br><br><b>Kun'yomi:</b> はや.い; はや-; はや.める; すみ.やか<br><br><b>Name readings:</b> わ<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #576<br><br><b>Heisig:</b> RTK: #1669 | RTK6: #1799,grade3
続,<b>Meanings:</b> continue; series; sequel<br><br><b>On'yomi:</b> ゾク; ショク; コウ; キョウ<br><br><b>Kun'yomi:</b> つづ.く; つづ.ける; つぐ.ない<br><br><b>Name readings:</b> つぐ<br><br><b>Stats:</b> Strokes: 13 | Radical: 120 | Freq: #141<br><br><b>Heisig:</b> RTK: #1345 | RTK6: #1445,grade4
卒,<b>Meanings:</b> graduate; soldier; private; die<br><br><b>On'yomi:</b> ソツ; シュツ<br><br><b>Kun'yomi:</b> そっ.する; お.える; お.わる; ついに; にわか<br><br><b>Stats:</b> Strokes: 8 | Radical: 24 | Freq: #772<br><br><b>Heisig:</b> RTK: #1025 | RTK6: #1102,grade4
