kanji,back,tags
尋,<b>Meanings:</b> inquire; fathom; look for<br><br><b>On'yomi:</b> ジン<br><br><b>Kun'yomi:</b> たず.ねる; ひろ<br><br><b>Name readings:</b> ず; つぐ<br><br><b>Stats:</b> Strokes: 12 | Radical: 41 | Freq: #1398<br><br><b>Heisig:</b> RTK: #1145 | RTK6: #1228,grade8
甚,<b>Meanings:</b> tremendously; very; great; exceedingly<br><br><b>On'yomi:</b> ジン<br><br><b>Kun'yomi:</b> はなは.だ; はなは.だしい<br><br><b>Name readings:</b> じ<br><br><b>Stats:</b> Strokes: 9 | Radical: 99 | Freq: #1961<br><br><b>Heisig:</b> RTK: #1768 | RTK6: #1905,grade8
尽,<b>Meanings:</b> exhaust; use up; run out of; deplete; befriend; serve<br><br><b>On'yomi:</b> ジン; サン<br><br><b>Kun'yomi:</b> つ.きる; つ.くす; つ.かす; -づ.く; -ず.く; ことごと.く<br><br><b>Stats:</b> Strokes: 6 | Radical: 44 | Freq: #1234<br><br><b>Heisig:</b> RTK: #1071 | RTK6: #1152,grade8
迅,<b>Meanings:</b> swift; fast<br><br><b>On'yomi:</b> ジン<br><br><b>Stats:</b> Strokes: 6 | Radical: 162 | Freq: #1888<br><br><b>Heisig:</b> RTK: #280 | RTK6: #298,grade8
陣,<b>Meanings:</b> camp; battle array; ranks; position; sudden; brief time<br><br><b>On'yomi:</b> ジン<br><br><b>Stats:</b> Strokes: 10 | Radical: 170 | Freq: #828<br><br><b>Heisig:</b> RTK: #1305 | RTK6: #1402,grade8
須,<b>Meanings:</b> ought; by all means; necessarily<br><br><b>On'yomi:</b> ス; シュ<br><br><b>Kun'yomi:</b> すべから.く; すべし; ひげ; まつ; もち.いる; もと.める<br><br><b>Name readings:</b> もとむ; ぞ<br><br><b>Stats:</b> Strokes: 12 | Radical: 181 | Freq: #1339<br><br><b>Heisig:</b> RTK: #1718 | RTK6: #1854,grade8
酢,<b>Meanings:</b> vinegar; sour; acid; tart<br><br><b>On'yomi:</b> サク<br><br><b>Kun'yomi:</b> す<br><br><b>Stats:</b> Strokes: 12 | Radical: 164 | Freq: #1955<br><br><b>Heisig:</b> RTK: #1434 | RTK6: #1542,grade8
垂,<b>Meanings:</b> droop; suspend; hang; slouch<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> た.れる; た.らす; た.れ; -た.れ; なんなんと.す<br><br><b>Name readings:</b> たる; だれ<br><br><b>Stats:</b> Strokes: 8 | Radical: 32 | Freq: #1720<br><br><b>Heisig:</b> RTK: #1582 | RTK6: #1705,grade6
帥,<b>Meanings:</b> commander; leading troops; governor<br><br><b>On'yomi:</b> スイ<br><br><b>Stats:</b> Strokes: 9 | Radical: 50 | Freq: #2016<br><br><b>Heisig:</b> RTK: #1270 | RTK6: #1362,grade8
推,<b>Meanings:</b> conjecture; infer; guess; suppose; support; push (for)<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> お.す<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #507<br><br><b>Heisig:</b> RTK: #663 | RTK6: #716,grade6
炊,<b>Meanings:</b> cook; boil<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> た.く; -だ.き<br><br><b>Name readings:</b> い<br><br><b>Stats:</b> Strokes: 8 | Radical: 86 | Freq: #1777<br><br><b>Heisig:</b> RTK: #468 | RTK6: #507,grade8
睡,<b>Meanings:</b> drowsy; sleep; die<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> ねむ.る; ねむ.い<br><br><b>Stats:</b> Strokes: 13 | Radical: 109 | Freq: #1739<br><br><b>Heisig:</b> RTK: #1583 | RTK6: #1707,grade8
粋,<b>Meanings:</b> chic; style; purity; essence; pith; cream; elite; choice<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> いき<br><br><b>Stats:</b> Strokes: 10 | Radical: 119 | Freq: #1768<br><br><b>Heisig:</b> RTK: #925 | RTK6: #993,grade8
翠,<b>Meanings:</b> green; kingfisher<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> かわせみ; みどり<br><br><b>Name readings:</b> あきら<br><br><b>Stats:</b> Strokes: 14 | Radical: 124 | Freq: #2200<br><br><b>Heisig:</b> RTK: #2863 | RTK6: #2876,grade9
衰,<b>Meanings:</b> decline; wane; weaken<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> おとろ.える<br><br><b>Stats:</b> Strokes: 10 | Radical: 145 | Freq: #1432<br><br><b>Heisig:</b> RTK: #1890 | RTK6: #2037,grade8
遂,<b>Meanings:</b> consummate; accomplish; attain; commit (suicide)<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> と.げる; つい.に<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #1423<br><br><b>Heisig:</b> RTK: #540 | RTK6: #579,grade8
酔,<b>Meanings:</b> drunk; feel sick; poisoned; elated; spellbound<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> よ.う; よ.い; よ<br><br><b>Name readings:</b> よい<br><br><b>Stats:</b> Strokes: 11 | Radical: 164 | Freq: #1640<br><br><b>Heisig:</b> RTK: #1435 | RTK6: #1543,grade8
錘,<b>Meanings:</b> weight; plumb bob; sinker; spindle<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> つむ; おもり<br><br><b>Stats:</b> Strokes: 16 | Radical: 167<br><br><b>Heisig:</b> RTK: #1584 | RTK6: #1708,grade9
随,<b>Meanings:</b> follow; though; notwithstanding; while; during; both; all; obey; submit to; comply; at the mercy of (the waves)<br><br><b>On'yomi:</b> ズイ<br><br><b>Kun'yomi:</b> まにま.に; したが.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 170 | Freq: #1396<br><br><b>Heisig:</b> RTK: #1298 | RTK6: #1395,grade8
瑞,<b>Meanings:</b> congratulations<br><br><b>On'yomi:</b> ズイ; スイ<br><br><b>Kun'yomi:</b> みず-; しるし<br><br><b>Name readings:</b> たま; ず; みつ<br><br><b>Stats:</b> Strokes: 13 | Radical: 96 | Freq: #1873<br><br><b>Heisig:</b> RTK: #2563 | RTK6: #2616,grade9
髄,<b>Meanings:</b> marrow; pith; essence<br><br><b>On'yomi:</b> ズイ<br><br><b>Stats:</b> Strokes: 19 | Radical: 188 | Freq: #1652<br><br><b>Heisig:</b> RTK: #1290 | RTK6: #1385,grade8
崇,<b>Meanings:</b> adore; respect; revere; worship<br><br><b>On'yomi:</b> スウ<br><br><b>Kun'yomi:</b> あが.める<br><br><b>Name readings:</b> す; たか; たかし; たかむ<br><br><b>Stats:</b> Strokes: 11 | Radical: 46 | Freq: #1970<br><br><b>Heisig:</b> RTK: #1101 | RTK6: #1182,grade8
嵩,<b>Meanings:</b> be aggravated; grow worse; grow bulky; swell<br><br><b>On'yomi:</b> スウ; シュウ<br><br><b>Kun'yomi:</b> かさ; かさ.む; たか.い<br><br><b>Name readings:</b> たかし; たか; たけ<br><br><b>Stats:</b> Strokes: 13 | Radical: 46<br><br><b>Heisig:</b> RTK: #2224 | RTK6: #2334,grade9
枢,<b>Meanings:</b> hinge; pivot; door; center of things<br><br><b>On'yomi:</b> スウ; シュ<br><br><b>Kun'yomi:</b> とぼそ; からくり<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #1791<br><br><b>Heisig:</b> RTK: #1697 | RTK6: #1832,grade8
雛,<b>Meanings:</b> chick; squab; duckling; doll<br><br><b>On'yomi:</b> スウ; ス; ジュ<br><br><b>Kun'yomi:</b> ひな; ひよこ<br><br><b>Stats:</b> Strokes: 18 | Radical: 172 | Freq: #2241<br><br><b>Heisig:</b> RTK: #2085 | RTK6: #2230,grade9
据,<b>Meanings:</b> set; lay a foundation; install; equip; squat down; sit down<br><br><b>On'yomi:</b> キョ<br><br><b>Kun'yomi:</b> す.える; す.わる<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1468<br><br><b>Heisig:</b> RTK: #1064 | RTK6: #1144,grade8
杉,<b>Meanings:</b> cedar; cryptomeria<br><br><b>On'yomi:</b> サン<br><br><b>Kun'yomi:</b> すぎ<br><br><b>Stats:</b> Strokes: 7 | Radical: 75 | Freq: #1095<br><br><b>Heisig:</b> RTK: #1713 | RTK6: #1849,grade8
澄,<b>Meanings:</b> lucidity; be clear; clear; clarify; settle; strain; look grave<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> す.む; す.ます; -す.ます<br><br><b>Name readings:</b> きよ; すす; すみ; み<br><br><b>Stats:</b> Strokes: 15 | Radical: 85 | Freq: #1722<br><br><b>Heisig:</b> RTK: #1704 | RTK6: #1839,grade8
寸,<b>Meanings:</b> measurement; tenth of a shaku; a little; small<br><br><b>On'yomi:</b> スン<br><br><b>Name readings:</b> す; みき<br><br><b>Stats:</b> Strokes: 3 | Radical: 41 | Freq: #1669<br><br><b>Heisig:</b> RTK: #45 | RTK6: #45,grade6
瀬,<b>Meanings:</b> rapids; current; torrent; shallows; shoal<br><br><b>On'yomi:</b> ライ<br><br><b>Kun'yomi:</b> せ<br><br><b>Name readings:</b> いわた; がせ; しげ; せい; せっ<br><br><b>Stats:</b> Strokes: 19 | Radical: 85 | Freq: #1152<br><br><b>Heisig:</b> RTK: #1666 | RTK6: #1795,grade8
畝,<b>Meanings:</b> furrow; thirty tsubo; ridge; rib<br><br><b>On'yomi:</b> ボウ; ホ; モ; ム<br><br><b>Kun'yomi:</b> せ; うね<br><br><b>Stats:</b> Strokes: 10 | Radical: 102 | Freq: #2327<br><br><b>Heisig:</b> RTK: #1017 | RTK6: #1093,grade8
是,<b>Meanings:</b> just so; this; right; justice<br><br><b>On'yomi:</b> ゼ; シ<br><br><b>Kun'yomi:</b> これ; この; ここ<br><br><b>Name readings:</b> すなお; ただし; つな; ゆき; よし<br><br><b>Stats:</b> Strokes: 9 | Radical: 72 | Freq: #1045<br><br><b>Heisig:</b> RTK: #388 | RTK6: #414,grade8
征,<b>Meanings:</b> subjugate; attack the rebellious; collect taxes<br><br><b>On'yomi:</b> セイ<br><br><b>Name readings:</b> いく; そ; ただ; まさ; ゆき<br><br><b>Stats:</b> Strokes: 8 | Radical: 60 | Freq: #1578<br><br><b>Heisig:</b> RTK: #881 | RTK6: #946,grade8
牲,<b>Meanings:</b> animal sacrifice; offering<br><br><b>On'yomi:</b> セイ<br><br><b>Stats:</b> Strokes: 9 | Radical: 93 | Freq: #1274<br><br><b>Heisig:</b> RTK: #1559 | RTK6: #1680,grade8
盛,<b>Meanings:</b> boom; prosper; copulate<br><br><b>On'yomi:</b> セイ; ジョウ<br><br><b>Kun'yomi:</b> も.る; さか.る; さか.ん<br><br><b>Name readings:</b> もり<br><br><b>Stats:</b> Strokes: 11 | Radical: 108 | Freq: #712<br><br><b>Heisig:</b> RTK: #1457 | RTK6: #1567,grade6
聖,<b>Meanings:</b> holy; saint; sage; master; priest<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Kun'yomi:</b> ひじり<br><br><b>Name readings:</b> きよ; さと; さとし; せ; たか; ただ; ひろ; まさ; み<br><br><b>Stats:</b> Strokes: 13 | Radical: 128 | Freq: #1165<br><br><b>Heisig:</b> RTK: #825 | RTK6: #888,grade6
誠,<b>Meanings:</b> sincerity; admonish; warn; prohibit; truth; fidelity<br><br><b>On'yomi:</b> セイ<br><br><b>Kun'yomi:</b> まこと<br><br><b>Name readings:</b> きよ; さと; しげ; とも; のぶ; ま; まこ; まさ<br><br><b>Stats:</b> Strokes: 13 | Radical: 149 | Freq: #1128<br><br><b>Heisig:</b> RTK: #363 | RTK6: #388,grade6
誓,<b>Meanings:</b> vow; swear; pledge<br><br><b>On'yomi:</b> セイ<br><br><b>Kun'yomi:</b> ちか.う<br><br><b>Stats:</b> Strokes: 14 | Radical: 149 | Freq: #1567<br><br><b>Heisig:</b> RTK: #1133 | RTK6: #1214,grade8
請,<b>Meanings:</b> solicit; invite; ask<br><br><b>On'yomi:</b> セイ; シン; ショウ<br><br><b>Kun'yomi:</b> こ.う; う.ける<br><br><b>Name readings:</b> うけ<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #524<br><br><b>Heisig:</b> RTK: #1536 | RTK6: #1656,grade8
逝,<b>Meanings:</b> departed; die<br><br><b>On'yomi:</b> セイ<br><br><b>Kun'yomi:</b> ゆ.く; い.く<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #2018<br><br><b>Heisig:</b> RTK: #1132 | RTK6: #1213,grade8
斉,<b>Meanings:</b> adjusted; alike; equal; similar variety of<br><br><b>On'yomi:</b> セイ; サイ<br><br><b>Kun'yomi:</b> そろ.う; ひと.しい; ひと.しく; あたる; はやい<br><br><b>Name readings:</b> ただ; なり; ひと; ひとし<br><br><b>Stats:</b> Strokes: 8 | Radical: 67 | Freq: #1209<br><br><b>Heisig:</b> RTK: #1729 | RTK6: #1866,grade8
隻,<b>Meanings:</b> vessels; counter for ships; fish; birds; arrows; one of a pair<br><br><b>On'yomi:</b> セキ<br><br><b>Stats:</b> Strokes: 10 | Radical: 172 | Freq: #1546<br><br><b>Heisig:</b> RTK: #699 | RTK6: #755,grade8
惜,<b>Meanings:</b> pity; be sparing of; frugal; stingy; regret<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> お.しい; お.しむ<br><br><b>Stats:</b> Strokes: 11 | Radical: 61 | Freq: #1641<br><br><b>Heisig:</b> RTK: #1187 | RTK6: #1271,grade8
斥,<b>Meanings:</b> reject; retreat; recede; withdraw; repel; repulse<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> しりぞ.ける<br><br><b>Stats:</b> Strokes: 5 | Radical: 69 | Freq: #2231<br><br><b>Heisig:</b> RTK: #1138 | RTK6: #1220,grade8
析,<b>Meanings:</b> chop; divide; tear; analyze<br><br><b>On'yomi:</b> セキ<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #980<br><br><b>Heisig:</b> RTK: #1126 | RTK6: #1207,grade8
籍,<b>Meanings:</b> enroll; domiciliary register; membership<br><br><b>On'yomi:</b> セキ<br><br><b>Stats:</b> Strokes: 20 | Radical: 118 | Freq: #907<br><br><b>Heisig:</b> RTK: #1567 | RTK6: #1689,grade8
跡,<b>Meanings:</b> tracks; mark; print; impression<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> あと<br><br><b>Stats:</b> Strokes: 13 | Radical: 157 | Freq: #953<br><br><b>Heisig:</b> RTK: #1746 | RTK6: #1883,grade8
碩,<b>Meanings:</b> large; great; eminent<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> おお.きい<br><br><b>Stats:</b> Strokes: 14 | Radical: 112<br><br><b>Heisig:</b> RTK: #2593 | RTK6: #2639,grade9
拙,<b>Meanings:</b> bungling; clumsy; unskillful<br><br><b>On'yomi:</b> セツ<br><br><b>Kun'yomi:</b> つたな.い<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1938<br><br><b>Heisig:</b> RTK: #769 | RTK6: #831,grade8
摂,<b>Meanings:</b> vicarious; surrogate; act in addition to; take in; absorb<br><br><b>On'yomi:</b> セツ; ショウ<br><br><b>Kun'yomi:</b> おさ.める; かね.る; と.る<br><br><b>Name readings:</b> せっ<br><br><b>Stats:</b> Strokes: 13 | Radical: 64 | Freq: #1779<br><br><b>Heisig:</b> RTK: #1739 | RTK6: #1876,grade8
窃,<b>Meanings:</b> stealth; steal; secret; private; hushed<br><br><b>On'yomi:</b> セツ<br><br><b>Kun'yomi:</b> ぬす.む; ひそ.か<br><br><b>Stats:</b> Strokes: 9 | Radical: 116 | Freq: #1871<br><br><b>Heisig:</b> RTK: #1322 | RTK6: #1419,grade8
舌,<b>Meanings:</b> tongue; reed; clapper<br><br><b>On'yomi:</b> ゼツ<br><br><b>Kun'yomi:</b> した<br><br><b>Stats:</b> Strokes: 6 | Radical: 135 | Freq: #1830<br><br><b>Heisig:</b> RTK: #41 | RTK6: #41,grade6
仙,<b>Meanings:</b> hermit; wizard; cent<br><br><b>On'yomi:</b> セン; セント<br><br><b>Name readings:</b> そま; のり<br><br><b>Stats:</b> Strokes: 5 | Radical: 9 | Freq: #1157<br><br><b>Heisig:</b> RTK: #986 | RTK6: #1061,grade8
宣,<b>Meanings:</b> proclaim; say; announce<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> のたま.う<br><br><b>Name readings:</b> とおる; のぶ; のぼる; のり; ひさ; よし<br><br><b>Stats:</b> Strokes: 9 | Radical: 40 | Freq: #695<br><br><b>Heisig:</b> RTK: #188 | RTK6: #200,grade6
扇,<b>Meanings:</b> fan; folding fan<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> おうぎ<br><br><b>Name readings:</b> おう; おおぎ<br><br><b>Stats:</b> Strokes: 10 | Radical: 63 | Freq: #1805<br><br><b>Heisig:</b> RTK: #1079 | RTK6: #1160,grade8
栓,<b>Meanings:</b> plug; bolt; cork; bung; stopper<br><br><b>On'yomi:</b> セン<br><br><b>Stats:</b> Strokes: 10 | Radical: 75 | Freq: #2199<br><br><b>Heisig:</b> RTK: #264 | RTK6: #282,grade8
染,<b>Meanings:</b> dye; color; paint; stain; print<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> そ.める; そ.まる; し.みる; し.み<br><br><b>Name readings:</b> そめ<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #837<br><br><b>Heisig:</b> RTK: #509 | RTK6: #548,grade6
潜,<b>Meanings:</b> submerge; conceal; hide; lower (voice); hush<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> ひそ.む; もぐ.る; かく.れる; くぐ.る; ひそ.める<br><br><b>Stats:</b> Strokes: 15 | Radical: 85 | Freq: #1329<br><br><b>Heisig:</b> RTK: #844 | RTK6: #907,grade8
旋,<b>Meanings:</b> rotation; go around<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> め.ぐる; いばり<br><br><b>Name readings:</b> せ; めぐり<br><br><b>Stats:</b> Strokes: 11 | Radical: 70 | Freq: #1801<br><br><b>Heisig:</b> RTK: #1046 | RTK6: #1125,grade8
繊,<b>Meanings:</b> slender; fine; thin kimono<br><br><b>On'yomi:</b> セン<br><br><b>Stats:</b> Strokes: 17 | Radical: 120 | Freq: #1451<br><br><b>Heisig:</b> RTK: #1790 | RTK6: #1929,grade8
薦,<b>Meanings:</b> recommend; mat; advise; encourage; offer<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> すす.める<br><br><b>Name readings:</b> こも<br><br><b>Stats:</b> Strokes: 16 | Radical: 140 | Freq: #1082<br><br><b>Heisig:</b> RTK: #2000 | RTK6: #2156,grade8
践,<b>Meanings:</b> tread; step on; trample; practice; carry through<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> ふ.む<br><br><b>Stats:</b> Strokes: 13 | Radical: 157 | Freq: #1570<br><br><b>Heisig:</b> RTK: #1286 | RTK6: #1380,grade8
遷,<b>Meanings:</b> transition; move; change<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> うつ.る; うつ.す; みやこがえ<br><br><b>Stats:</b> Strokes: 15 | Radical: 162 | Freq: #1937<br><br><b>Heisig:</b> RTK: #1610 | RTK6: #1737,grade8
銭,<b>Meanings:</b> coin; .01 yen; money<br><br><b>On'yomi:</b> セン; ゼン<br><br><b>Kun'yomi:</b> ぜに; すき<br><br><b>Stats:</b> Strokes: 14 | Radical: 167 | Freq: #1008<br><br><b>Heisig:</b> RTK: #368 | RTK6: #394,grade6
銑,<b>Meanings:</b> pig iron<br><br><b>On'yomi:</b> セン<br><br><b>Stats:</b> Strokes: 14 | Radical: 167<br><br><b>Heisig:</b> RTK: #270 | RTK6: #288,grade9
鮮,<b>Meanings:</b> fresh; vivid; clear; brilliant; Korea<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> あざ.やか<br><br><b>Stats:</b> Strokes: 17 | Radical: 195 | Freq: #355<br><br><b>Heisig:</b> RTK: #551 | RTK6: #590,grade8
漸,<b>Meanings:</b> steadily; gradually advancing; finally; barely<br><br><b>On'yomi:</b> ゼン<br><br><b>Kun'yomi:</b> ようや.く; やや; ようよ.う; すす.む<br><br><b>Stats:</b> Strokes: 14 | Radical: 85 | Freq: #2115<br><br><b>Heisig:</b> RTK: #1135 | RTK6: #1217,grade8
禅,<b>Meanings:</b> Zen; silent meditation<br><br><b>On'yomi:</b> ゼン; セン<br><br><b>Kun'yomi:</b> しずか; ゆず.る<br><br><b>Stats:</b> Strokes: 13 | Radical: 113 | Freq: #1902<br><br><b>Heisig:</b> RTK: #1930 | RTK6: #2080,grade8
繕,<b>Meanings:</b> darning; repair; mend; trim; tidy up; adjust<br><br><b>On'yomi:</b> ゼン<br><br><b>Kun'yomi:</b> つくろ.う<br><br><b>Stats:</b> Strokes: 18 | Radical: 120 | Freq: #2195<br><br><b>Heisig:</b> RTK: #1335 | RTK6: #1433,grade8
塑,<b>Meanings:</b> model; molding<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> でく<br><br><b>Stats:</b> Strokes: 13 | Radical: 32<br><br><b>Heisig:</b> RTK: #1960 | RTK6: #2110,grade8
措,<b>Meanings:</b> set aside; give up; suspend; discontinue; lay aside; except<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> お.く<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #818<br><br><b>Heisig:</b> RTK: #1188 | RTK6: #1272,grade8
疎,<b>Meanings:</b> alienate; rough; neglect; shun; sparse; penetrate<br><br><b>On'yomi:</b> ソ; ショ<br><br><b>Kun'yomi:</b> うと.い; うと.む; まば.ら<br><br><b>Stats:</b> Strokes: 12 | Radical: 103 | Freq: #1572<br><br><b>Heisig:</b> RTK: #1668 | RTK6: #1797,grade8
礎,<b>Meanings:</b> cornerstone; foundation stone<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> いしずえ<br><br><b>Name readings:</b> もと<br><br><b>Stats:</b> Strokes: 18 | Radical: 112 | Freq: #1224<br><br><b>Heisig:</b> RTK: #394 | RTK6: #421,grade8
租,<b>Meanings:</b> tariff; crop tax; borrowing<br><br><b>On'yomi:</b> ソ<br><br><b>Stats:</b> Strokes: 10 | Radical: 115 | Freq: #2089<br><br><b>Heisig:</b> RTK: #1778 | RTK6: #1916,grade8
粗,<b>Meanings:</b> coarse; rough; rugged<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> あら.い; あら-<br><br><b>Stats:</b> Strokes: 11 | Radical: 119 | Freq: #1689<br><br><b>Heisig:</b> RTK: #1777 | RTK6: #1915,grade8
素,<b>Meanings:</b> elementary; principle; naked; uncovered<br><br><b>On'yomi:</b> ソ; ス<br><br><b>Kun'yomi:</b> もと<br><br><b>Stats:</b> Strokes: 10 | Radical: 120 | Freq: #660<br><br><b>Heisig:</b> RTK: #1532 | RTK6: #1652,grade5
訴,<b>Meanings:</b> accusation; sue; complain of pain; appeal to<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> うった.える<br><br><b>Stats:</b> Strokes: 12 | Radical: 149 | Freq: #427<br><br><b>Heisig:</b> RTK: #1139 | RTK6: #1221,grade8
阻,<b>Meanings:</b> thwart; separate from; prevent; obstruct; deter; impede<br><br><b>On'yomi:</b> ソ<br><br><b>Kun'yomi:</b> はば.む<br><br><b>Stats:</b> Strokes: 8 | Radical: 170 | Freq: #1280<br><br><b>Heisig:</b> RTK: #1780 | RTK6: #1919,grade8
僧,<b>Meanings:</b> Buddhist priest; monk<br><br><b>On'yomi:</b> ソウ<br><br><b>Stats:</b> Strokes: 13 | Radical: 9 | Freq: #1724<br><br><b>Heisig:</b> RTK: #982 | RTK6: #1057,grade8
創,<b>Meanings:</b> genesis; wound; injury; hurt; start; originate<br><br><b>On'yomi:</b> ソウ; ショウ<br><br><b>Kun'yomi:</b> つく.る; はじ.める; きず; けず.しける<br><br><b>Name readings:</b> はじめ<br><br><b>Stats:</b> Strokes: 12 | Radical: 18 | Freq: #741<br><br><b>Heisig:</b> RTK: #1631 | RTK6: #1759,grade6
倉,<b>Meanings:</b> godown; warehouse; storehouse; cellar; treasury<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> くら<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #1114<br><br><b>Heisig:</b> RTK: #1630 | RTK6: #1758,grade4
喪,<b>Meanings:</b> miss; mourning<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> も<br><br><b>Stats:</b> Strokes: 12 | Radical: 30 | Freq: #885<br><br><b>Heisig:</b> RTK: #1926 | RTK6: #2076,grade8
壮,<b>Meanings:</b> robust; manhood; prosperity<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> さかん<br><br><b>Name readings:</b> つよし<br><br><b>Stats:</b> Strokes: 6 | Radical: 33 | Freq: #1657<br><br><b>Heisig:</b> RTK: #321 | RTK6: #343,grade8
奏,<b>Meanings:</b> play music; speak to a ruler; complete<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> かな.でる<br><br><b>Name readings:</b> すすむ<br><br><b>Stats:</b> Strokes: 9 | Radical: 37 | Freq: #1067<br><br><b>Heisig:</b> RTK: #1571 | RTK6: #1693,grade6
爽,<b>Meanings:</b> refreshing; bracing; resonant; sweet; clear<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> あき.らか; さわ.やか; たがう<br><br><b>Stats:</b> Strokes: 11 | Radical: 89 | Freq: #2333<br><br><b>Heisig:</b> RTK: #2855 | RTK6: #1608,grade8
惣,<b>Meanings:</b> all<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> すべ.て<br><br><b>Name readings:</b> おさむ; あしむ; ふさ; そ; みち<br><br><b>Stats:</b> Strokes: 12 | Radical: 61 | Freq: #2211<br><br><b>Heisig:</b> RTK: #2432 | RTK6: #2510,grade9
挿,<b>Meanings:</b> insert; put in; graft; wear (sword)<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> さ.す; はさ.む<br><br><b>Stats:</b> Strokes: 10 | Radical: 64 | Freq: #1908<br><br><b>Heisig:</b> RTK: #1116 | RTK6: #1197,grade8
曹,<b>Meanings:</b> office; official; comrade; fellow<br><br><b>On'yomi:</b> ソウ; ゾウ<br><br><b>Stats:</b> Strokes: 11 | Radical: 73 | Freq: #1998<br><br><b>Heisig:</b> RTK: #1173 | RTK6: #1257,grade8
巣,<b>Meanings:</b> nest; rookery; hive; cobweb; den<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> す; す.くう<br><br><b>Stats:</b> Strokes: 11 | Radical: 47 | Freq: #1588<br><br><b>Heisig:</b> RTK: #1927 | RTK6: #2077,grade4
槽,<b>Meanings:</b> vat; tub; tank<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> ふね<br><br><b>Stats:</b> Strokes: 15 | Radical: 75 | Freq: #1809<br><br><b>Heisig:</b> RTK: #1176 | RTK6: #1260,grade8
綜,<b>Meanings:</b> rule; synthesize<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> おさ.める; す.べる<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #2194<br><br><b>Heisig:</b> RTK: #2660 | RTK6: #2702,grade9
